title,vote_average,vote_count,release_date,revenue,runtime,budget,popularity,genres,n_ad_breaks,runtime_with_ads,scaled_popularity,children_scaled_popularity,adults_scaled_popularity,retirees_scaled_popularity
The Spirit,4.721,888,2008-12-25,39031337,103,60000000,14.15,"['Action', 'Comedy', 'Crime', 'Fantasy']",4,120.0,0.3568435694661924,0.2854749,0.3568436,0.2854749
Innerspace,6.824,1128,1987-07-01,25893810,120,27000000,21.508,"['Action', 'Comedy', 'Science Fiction']",5,150.0,0.5263385382712191,0.4210708,0.5263385,0.3158031
Date Movie,4.185,894,2006-02-17,48548426,83,20000000,19.768,"['Comedy', 'Romance']",3,90.0,0.4936593676320296,0.3949275,0.4936594,0.4936594
A Dog's Purpose,7.615,3078,2017-01-19,205035819,100,22000000,30.263,"['Adventure', 'Comedy', 'Fantasy', 'Family', 'Drama']",4,120.0,0.651768960236802,0.5214152,0.5214152,0.5214152
Bill & Ted's Excellent Adventure,6.858,1643,1989-02-17,40485039,90,10000000,18.022,"['Adventure', 'Comedy', 'Science Fiction']",4,120.0,0.4570130144601505,0.3656104,0.457013,0.2742078
Any Given Sunday,6.831,1499,1999-12-22,100230832,162,55000000,20.69,['Drama'],6,180.0,0.5114058635112821,0.2045623,0.5114059,0.5114059
Fantastic Four: Rise of the Silver Surfer,5.592,7381,2007-06-13,301913131,92,130000000,30.047,"['Adventure', 'Fantasy', 'Action', 'Thriller']",4,120.0,0.6492448863007303,0.5193959,0.6492449,0.259698
Sphere,6.087,1463,1998-02-13,37020277,134,80000000,20.272,"['Science Fiction', 'Mystery', 'Thriller']",5,150.0,0.5034860294302911,0.2013944,0.503486,0.3020916
What to Expect When You're Expecting,6.018,1702,2012-05-17,79700000,110,40000000,20.342,"['Romance', 'Comedy', 'Drama']",4,120.0,0.5048265459558895,0.3028959,0.5048265,0.5048265
An American Werewolf in London,7.375,2132,1981-08-21,31973249,97,10000000,29.071,"['Comedy', 'Horror']",4,120.0,0.637551981464673,0.5100416,0.637552,0.5100416
Battlefield Earth,3.228,751,2000-05-12,29000000,117,73000000,13.416,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",4,150.0,0.3339025489826126,0.267122,0.3339025,0.2003415
Oldboy,5.919,1815,2013-11-14,5186767,104,30000000,17.89,"['Drama', 'Thriller', 'Mystery', 'Action']",4,120.0,0.454061738044492,0.272437,0.4540617,0.3632494
Ice Age: The Meltdown,6.688,9085,2006-03-29,660998756,91,80000000,54.381,"['Animation', 'Family', 'Comedy', 'Adventure']",4,120.0,0.8445504297738715,0.8445504,0.5067303,0.5067303
Protocol,5.494,78,1984-12-21,26200000,96,12000000,7.155,['Comedy'],4,120.0,0.0361181319202944,0.0361181,0.0361181,0.0361181
"War, Inc.",5.514,257,2008-04-28,1296184,106,5000000,11.274,"['Action', 'Adventure', 'Comedy', 'Thriller']",4,120.0,0.25663222870377,0.2053058,0.2566322,0.1539793
Wuthering Heights,5.9,210,2011-09-09,1742215,124,5692172,11.745,"['Drama', 'Romance']",5,150.0,0.2751450571526919,0.110058,0.2751451,0.2751451
Police Academy 6: City Under Siege,5.1,764,1989-03-09,33200000,84,15000000,23.424,"['Comedy', 'Crime']",3,90.0,0.5586896179022594,0.4469517,0.5586896,0.5586896
Taken,7.387,10432,2008-02-18,226830568,94,25000000,58.646,"['Action', 'Thriller']",4,120.0,0.8675762570063053,0.694061,0.8675763,0.3470305
The Quiet American,6.492,265,2002-11-22,27674124,101,30000000,10.743,"['Romance', 'Thriller', 'Drama']",4,120.0,0.2345404053455761,0.0938162,0.2345404,0.1876323
Behind the Candelabra,6.658,723,2013-05-26,15600000,118,23000000,14.285,"['Drama', 'Romance']",4,150.0,0.3608986538287509,0.1443595,0.3608987,0.3608987
The Call,6.799,2725,2013-03-14,68572378,94,13000000,20.381,"['Crime', 'Thriller']",4,120.0,0.5055708935252655,0.2022284,0.5055709,0.4044567
Red Sparrow,6.533,5596,2018-02-28,151572634,140,69000000,24.57,"['Thriller', 'Mystery']",5,180.0,0.5764962377117246,0.2305985,0.5764962,0.461197
Charlie Bartlett,6.673,570,2007-05-01,5254986,97,12000000,10.986,"['Comedy', 'Drama']",4,120.0,0.2448192384744417,0.1958554,0.2448192,0.2448192
Appaloosa,6.561,898,2008-09-19,20211394,115,20000000,18.227,"['Drama', 'Western', 'Crime']",4,120.0,0.4615428228026319,0.1846171,0.3692343,0.4615428
Indiana Jones and the Temple of Doom,7.294,8505,1984-05-23,333000000,118,28000000,53.304,"['Adventure', 'Action']",4,150.0,0.8383859645040359,0.838386,0.838386,0.3353544
Just My Luck,6.114,1761,2006-05-12,38159905,103,28000000,15.8,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Romance']",4,120.0,0.4033170541329721,0.3226536,0.3226536,0.3226536
Flatliners,6.483,1387,1990-08-10,61489265,115,26000000,18.005,"['Drama', 'Science Fiction', 'Horror']",4,120.0,0.4566344572686668,0.1826538,0.4566345,0.2739807
Barnyard,5.83,981,2006-08-04,116476887,90,51000000,27.191,"['Animation', 'Comedy', 'Family']",4,120.0,0.6135885574584343,0.6135886,0.3681531,0.4908708
Percy Jackson & the Olympians: The Lightning Thief,6.21,6964,2010-02-01,226497209,118,95000000,62.104,"['Adventure', 'Fantasy', 'Family']",4,150.0,0.8847968925005569,0.8847969,0.7078375,0.3539188
Cyrano,6.436,251,2021-12-17,3000000,124,20000000,11.365,"['Drama', 'Romance']",5,150.0,0.2602850219756483,0.104114,0.260285,0.260285
Hannah Montana: The Movie,6.603,1907,2009-04-10,155545279,102,35000000,18.833,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",4,120.0,0.4745666497857261,0.3796533,0.3796533,0.4745666
Whip It,6.732,973,2009-04-09,16633035,111,15000000,17.284,['Drama'],4,120.0,0.4401512932328564,0.1760605,0.4401513,0.4401513
Live Free or Die Hard,6.606,5365,2007-06-20,383531464,128,110000000,33.523,"['Action', 'Thriller']",5,150.0,0.687348093486291,0.5498785,0.6873481,0.2749392
Gods of Egypt,5.629,3817,2016-02-25,150680864,127,140000000,32.95,"['Action', 'Adventure', 'Fantasy']",5,150.0,0.6814132565646502,0.6814133,0.6814133,0.2725653
Sixteen Candles,6.8,1925,1984-05-04,23686027,93,6500000,16.277,"['Comedy', 'Romance']",4,120.0,0.4156177831674515,0.3324942,0.4156178,0.4156178
Outland,6.414,537,1981-05-22,17374595,109,16000000,18.441,"['Science Fiction', 'Action']",4,120.0,0.4662035072603837,0.3729628,0.4662035,0.1864814
Unforgiven,7.914,3960,1992-08-07,159157447,130,14400000,31.894,['Western'],5,150.0,0.6701333279105381,0.2680533,0.2680533,0.6701333
Paddington,7.061,3356,2014-11-24,259207227,96,55000000,22.74,"['Comedy', 'Adventure', 'Family']",4,120.0,0.5475336993280708,0.5475337,0.438027,0.438027
From a Whisper to a Scream,5.777,74,1987-09-25,1400000,99,1100000,5.311,"['Comedy', 'Horror']",4,120.0,1e-06,8e-07,1e-06,8e-07
How Stella Got Her Groove Back,5.824,102,1998-08-14,37672350,124,20000000,15.26,"['Comedy', 'Drama', 'Romance']",5,150.0,0.3888117729871356,0.2332871,0.3888118,0.3888118
Assassins,6.48,1406,1995-10-06,30303072,132,50000000,16.9,"['Action', 'Adventure', 'Crime', 'Thriller']",5,150.0,0.4310141212987612,0.3448113,0.4310141,0.2586085
The Amazing Spider-Man,6.691,16352,2012-06-23,757930663,136,215000000,78.989,"['Action', 'Adventure', 'Fantasy']",5,150.0,0.9548339167054872,0.9548339,0.9548339,0.3819336
Die Hard: With a Vengeance,7.253,5604,1995-05-19,366101666,128,90000000,42.511,"['Action', 'Thriller']",5,150.0,0.7667105010408389,0.6133684,0.7667105,0.3066842
City of Industry,5.463,68,1997-03-14,1568258,97,8000000,8.748,['Thriller'],4,120.0,0.1370852575668589,0.0548341,0.1370853,0.0548341
Family Plot,6.753,400,1976-04-09,7900000,120,2000000,10.677,"['Comedy', 'Crime', 'Thriller']",5,150.0,0.2316972735811092,0.1390184,0.2316973,0.1853578
Wreck-It Ralph,7.3,11546,2012-11-01,471222889,101,165000000,46.617,"['Family', 'Animation', 'Comedy', 'Adventure']",4,120.0,0.7963619964850779,0.796362,0.4778172,0.4778172
Spies Like Us,6.182,559,1985-12-06,60088980,102,22000000,13.993,"['Comedy', 'Adventure']",4,120.0,0.3520654722439287,0.3520655,0.3520655,0.2816524
Vanilla Sky,6.808,3803,2001-12-10,203388341,136,68000000,25.481,"['Mystery', 'Science Fiction', 'Romance', 'Fantasy', 'Thriller', 'Drama']",5,150.0,0.5899266280583398,0.353956,0.5899266,0.4719413
Old Dogs,5.493,675,2009-11-24,96753696,88,35000000,16.326,"['Comedy', 'Family']",3,90.0,0.4168555284380356,0.4168555,0.3334844,0.4168555
The Boat That Rocked,7.249,1958,2009-04-01,36348784,135,50000000,17.224,"['Drama', 'Comedy']",5,150.0,0.4387405944966606,0.3509925,0.4387406,0.4387406
Tombstone,7.603,1876,1993-12-25,56505065,130,25000000,36.396,"['Western', 'Action']",5,150.0,0.7153221448534457,0.5722577,0.5722577,0.5722577
Gandhi,7.543,2110,1982-11-30,77737889,191,22000000,15.878,"['Drama', 'History']",7,240.0,0.4053603804898936,0.1621442,0.4053604,0.4053604
Winchester,5.901,1638,2018-02-02,44019588,100,3500000,15.713,"['Horror', 'Thriller']",4,120.0,0.4010228498479825,0.1604091,0.4010228,0.1604091
High Plains Drifter,7.396,1023,1973-04-19,15700000,105,5500000,22.79,"['Western', 'Drama', 'Mystery']",4,120.0,0.5483633481787406,0.2193453,0.4386907,0.5483633
King Kong,6.2,756,1976-09-08,90614445,134,23000000,20.299,"['Adventure', 'Fantasy']",5,150.0,0.5040037738731842,0.5040038,0.5040038,0.2016015
Firestarter,6.292,609,1984-05-11,17080167,114,15000000,15.883,"['Horror', 'Thriller', 'Science Fiction']",4,120.0,0.40549092971022,0.1621964,0.4054909,0.1621964
Top Gun: Maverick,8.26,7546,2022-05-24,1488732821,131,170000000,126.291,"['Action', 'Drama']",5,150.0,1.0,0.8,1.0,0.8
Aladdin,7.645,10547,1992-11-25,504050219,95,28000000,52.027,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Romance']",4,120.0,0.8308766555414369,0.6647013,0.6647013,0.498526
Little Women,7.895,5700,2019-12-25,216601214,135,40000000,25.76,"['Drama', 'Romance']",5,150.0,0.5939202909201995,0.2375681,0.5939203,0.5939203
The Addams Family,7.031,4142,1991-11-22,191502426,102,30000000,36.491,"['Comedy', 'Fantasy']",4,120.0,0.7162001352876197,0.7162001,0.7162001,0.5729601
Flight,6.818,5572,2012-11-02,161772375,138,31000000,33.128,['Drama'],5,150.0,0.6832704891393698,0.2733082,0.6832705,0.6832705
One-Eyed Jacks,6.7,183,1961-03-30,4300000,141,6000000,13.65,['Western'],5,180.0,0.3413858498175744,0.1365543,0.1365543,0.3413858
The Grey,6.563,3559,2012-01-26,77278331,117,25000000,30.84,"['Drama', 'Thriller', 'Action', 'Adventure']",4,150.0,0.6584032552820199,0.5267226,0.6584033,0.395042
The Rover,6.279,868,2014-06-04,2510007,103,12250000,14.501,"['Crime', 'Drama']",4,120.0,0.3672867155902309,0.1469147,0.3672867,0.3672867
The Trouble with Harry,7.003,743,1955-10-03,7000000,99,1200000,11.329,"['Comedy', 'Mystery', 'Thriller']",4,120.0,0.2588444348892088,0.1553067,0.2588444,0.2070755
Gremlins 2: The New Batch,6.392,2293,1990-06-15,41482207,106,50000000,29.087,"['Comedy', 'Horror', 'Fantasy']",4,120.0,0.6377475844716414,0.5101981,0.6377476,0.3826486
Rush Hour 2,6.712,3686,2001-08-03,347325802,90,90000000,35.324,"['Action', 'Comedy', 'Crime']",4,120.0,0.7052141539616245,0.5641713,0.7052142,0.5641713
Must Love Dogs,5.871,428,2005-07-21,58405313,98,30000000,13.254,"['Romance', 'Comedy']",4,120.0,0.3286239872869766,0.2628992,0.328624,0.328624
Fantastic Four,5.775,8765,2005-06-29,333535934,106,100000000,23.572,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",4,120.0,0.5610498705634032,0.4488399,0.5610499,0.2244199
The Full Monty,6.99,1473,1997-08-13,257850122,91,3500000,14.254,['Comedy'],4,120.0,0.3599717981496486,0.3599718,0.3599718,0.3599718
Pumpkinhead,6.263,400,1988-06-09,4385516,86,3500000,14.244,"['Fantasy', 'Horror']",3,90.0,0.3596722668712658,0.2877378,0.3596723,0.1438689
Nixon,6.924,317,1995-12-22,13681765,192,44000000,11.672,"['Drama', 'History']",7,240.0,0.2723383344997081,0.1089353,0.2723383,0.2723383
Fur: An Imaginary Portrait of Diane Arbus,6.079,258,2006-08-30,2312717,122,16800000,10.031,"['Drama', 'History']",5,150.0,0.2026276336659269,0.0810511,0.2026276,0.2026276
Due Date,6.35,5042,2010-11-03,211780824,95,65000000,19.067,"['Comedy', 'Drama']",4,120.0,0.4794551508445976,0.3835641,0.4794552,0.4794552
Suburban Commando,4.722,153,1991-10-04,8000000,88,11000000,10.584,"['Action', 'Comedy', 'Family', 'Science Fiction']",3,90.0,0.2276527316330403,0.1821222,0.1821222,0.1365916
Invasion of the Body Snatchers,7.192,937,1978-12-20,24946533,116,3500000,24.22,"['Science Fiction', 'Horror']",4,150.0,0.5711699251062649,0.228468,0.5711699,0.228468
Alice Doesn't Live Here Anymore,7.0,395,1974-12-09,21000000,112,1800000,12.029,"['Drama', 'Romance']",4,120.0,0.2858565788283823,0.1143426,0.2858566,0.2858566
Broken City,5.917,1362,2013-01-18,34737199,109,56000000,19.879,"['Thriller', 'Crime', 'Drama']",4,120.0,0.4958504195473514,0.1983402,0.4958504,0.3966803
Cult of Chucky,5.769,1147,2017-10-12,2200000,91,6500000,25.698,"['Horror', 'Thriller']",4,120.0,0.5930374903368902,0.237215,0.5930375,0.237215
Hitch,6.551,5367,2005-02-11,371600000,118,70000000,23.127,"['Comedy', 'Drama', 'Romance']",4,150.0,0.5538963648143825,0.3323378,0.5538964,0.5538964
Dying Young,6.651,407,1991-06-20,82264675,111,18000000,11.681,"['Drama', 'Romance']",4,120.0,0.2726855761046687,0.1090742,0.2726856,0.2726856
Paranoia,5.719,788,2013-08-14,17056265,106,35000000,17.764,"['Drama', 'Thriller']",4,120.0,0.4512188826449085,0.1804876,0.4512189,0.3609751
Sweet Smell of Success,7.668,417,1957-07-04,2500000,97,3400000,12.523,['Drama'],4,120.0,0.3037423237652734,0.1214969,0.3037423,0.3037423
Phantasm,6.598,605,1979-03-28,11988469,89,300000,15.645,"['Horror', 'Science Fiction']",3,90.0,0.3992184587271135,0.1596874,0.3992185,0.1596874
Fatal Attraction,6.844,1300,1987-09-18,320145693,119,14000000,29.901,"['Drama', 'Thriller']",4,150.0,0.6475259985228305,0.2590104,0.647526,0.5180208
Rosewood,6.511,92,1997-02-21,13130349,140,30000000,9.516,"['Drama', 'History', 'Action', 'Thriller']",5,180.0,0.1776825703183162,0.1066095,0.1776826,0.1421461
The Best of Me,7.459,2426,2014-10-15,35926213,117,26000000,20.474,"['Drama', 'Romance']",4,150.0,0.5073386776725234,0.2029355,0.5073387,0.5073387
Footloose,6.597,1557,2011-10-06,63543328,113,24000000,17.54,"['Drama', 'Music', 'Romance']",4,120.0,0.4461015731012527,0.2676609,0.3568813,0.4461016
This Is the End,6.222,5941,2013-06-12,126041322,107,32000000,37.315,"['Action', 'Comedy']",4,120.0,0.7236990666574552,0.7236991,0.7236991,0.5789593
Jobs,6.13,2300,2013-08-16,42100000,129,12000000,21.526,"['Drama', 'History']",5,150.0,0.5266590826143829,0.2106636,0.5266591,0.5266591
Year One,4.954,1726,2009-06-18,62357900,97,60000000,27.052,"['Comedy', 'Adventure']",4,120.0,0.6117352690888698,0.6117353,0.6117353,0.4893882
The Spitfire Grill,6.564,55,1996-01-24,12643776,117,6000000,8.615,"['Comedy', 'Drama']",4,150.0,0.1295903421367304,0.1036723,0.1295903,0.1295903
Smokey and the Bandit Part 3,4.437,142,1983-08-12,7000000,85,9000000,13.124,"['Action', 'Comedy', 'Crime']",3,90.0,0.3243284587900056,0.2594628,0.3243285,0.2594628
House of Bamboo,6.188,56,1955-07-01,1700000,102,1380000,6.923,"['Crime', 'Drama']",4,120.0,0.019004963195109,0.007602,0.019005,0.019005
EverAfter,7.373,1333,1998-07-31,65705772,121,26000000,24.801,"['Drama', 'Romance', 'Comedy']",5,150.0,0.5799599339773306,0.347976,0.5799599,0.5799599
Love Story,6.75,618,1970-12-16,136400000,99,2200000,18.411,"['Romance', 'Drama']",4,120.0,0.4655542585223814,0.1862217,0.4655543,0.4655543
Dinner for Schmucks,5.681,1651,2010-07-30,86387857,114,69000000,17.298,['Comedy'],4,120.0,0.4404795670552661,0.4404796,0.4404796,0.4404796
Delirious,5.6,108,1991-08-09,5546827,96,18000000,10.438,"['Fantasy', 'Comedy', 'Romance']",4,120.0,0.2212108161069266,0.1769687,0.2212108,0.1769687
Pushing Tin,5.849,354,1999-04-23,8408835,124,33000000,15.645,"['Comedy', 'Drama']",5,150.0,0.3992184587271135,0.3193748,0.3992185,0.3992185
Annapolis,6.745,447,2006-01-27,17496992,108,26000000,21.581,"['Drama', 'Action']",4,120.0,0.5276364441488213,0.4221092,0.5276364,0.4221092
Fantastic Beasts: The Secrets of Dumbledore,6.721,3816,2022-04-06,406950844,142,200000000,73.975,"['Fantasy', 'Adventure', 'Family']",5,180.0,0.9360858565477296,0.9360859,0.7488687,0.3744343
Belfast,7.129,1232,2021-11-12,49158343,98,11000000,13.224,['Drama'],4,120.0,0.3276374776250847,0.131055,0.3276375,0.3276375
Never Been Kissed,6.161,1370,1999-04-09,84565230,107,25000000,17.971,"['Romance', 'Comedy', 'Drama']",4,120.0,0.4558759892364432,0.2735256,0.455876,0.455876
Super Troopers 2,5.854,417,2018-04-19,18850674,100,13500000,12.698,"['Comedy', 'Crime', 'Mystery']",4,120.0,0.309864205153511,0.1859185,0.3098642,0.3098642
Bird on a Wire,6.172,834,1990-05-18,138700000,110,20000000,18.995,"['Action', 'Adventure', 'Comedy', 'Romance']",4,120.0,0.4779590764369288,0.3823673,0.4779591,0.3823673
Conquest of the Planet of the Apes,6.13,812,1972-06-29,9700000,88,1700000,16.495,"['Action', 'Science Fiction']",3,90.0,0.4210887271177791,0.336871,0.4210887,0.1684355
Exit Wounds,5.672,421,2001-03-16,79958599,101,50000000,14.589,"['Action', 'Crime', 'Thriller']",4,120.0,0.3698547629248908,0.2219129,0.3698548,0.2219129
The Last Voyage of the Demeter,7.318,715,2023-08-09,21576744,119,45000000,307.895,"['Thriller', 'Horror']",4,150.0,1.0,0.4,1.0,0.4
Ironweed,6.324,108,1987-12-18,7300000,143,27000000,10.056,['Drama'],5,180.0,0.2037966974799842,0.0815187,0.2037967,0.2037967
Crimson Tide,7.164,1571,1995-05-12,157387195,116,53000000,21.276,"['Thriller', 'Action']",4,150.0,0.5221767105192118,0.4177414,0.5221767,0.2088707
Meet Dave,5.274,1307,2008-07-08,50650079,90,60000000,25.515,"['Comedy', 'Science Fiction', 'Adventure', 'Family']",4,120.0,0.5904162243909028,0.472333,0.472333,0.3542497
The Bodyguard,6.666,2676,1992-11-25,411006740,129,25000000,27.212,"['Thriller', 'Action', 'Drama', 'Music', 'Romance']",5,150.0,0.6138675242172301,0.3683205,0.491094,0.491094
Jeepers Creepers,6.449,2713,2001-07-01,59217789,90,10000000,47.275,"['Horror', 'Thriller', 'Mystery']",4,120.0,0.8008154819494497,0.3203262,0.8008155,0.4804893
Evil Angels,6.742,186,1988-11-03,6908797,120,15000000,14.193,['Drama'],5,150.0,0.3581404971367587,0.1432562,0.3581405,0.3581405
Garfield,5.669,3628,2004-06-10,200804534,80,50000000,87.413,"['Animation', 'Comedy', 'Family']",3,90.0,0.9833082327196998,0.9833082,0.5899849,0.7866466
The Dead Pool,6.261,742,1988-07-13,37903295,91,20000000,18.393,"['Action', 'Crime', 'Thriller']",4,120.0,0.4651640691226636,0.2790984,0.4651641,0.2790984
True Crime,6.548,660,1999-03-19,16649768,127,55000000,14.875,"['Drama', 'Crime', 'Thriller', 'Mystery']",5,150.0,0.378067190227252,0.1512269,0.3780672,0.3024538
Spy Kids 3-D: Game Over,5.1,2034,2003-07-25,197011982,84,38000000,40.707,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",3,90.0,0.752547809973323,0.6020382,0.6020382,0.4515287
Michael Clayton,6.767,1552,2007-09-28,92991835,120,25000000,16.062,"['Drama', 'Thriller', 'Mystery', 'Crime']",5,150.0,0.4101306376249964,0.1640523,0.4101306,0.3281045
I Love You Phillip Morris,6.416,1512,2009-01-18,20768906,98,13000000,15.758,"['Comedy', 'Crime', 'Drama', 'Romance']",4,120.0,0.4022115081404364,0.2413269,0.4022115,0.4022115
Throw Momma from the Train,6.2,492,1987-12-11,57915972,88,14000000,17.027,"['Comedy', 'Crime']",3,90.0,0.434064818156319,0.3472519,0.4340648,0.4340648
Angela's Ashes,7.204,267,1999-12-25,13042112,145,50000000,13.149,['Drama'],5,180.0,0.3251587105201167,0.1300635,0.3251587,0.3251587
Short Circuit,6.565,1329,1986-05-09,40697761,98,10000000,17.945,"['Comedy', 'Family', 'Science Fiction']",4,120.0,0.455294762471303,0.3642358,0.3642358,0.3642358
Coyote Ugly,6.244,1903,2000-07-30,113916474,100,45000000,21.963,"['Comedy', 'Drama', 'Music', 'Romance']",4,120.0,0.5343395709186758,0.4274717,0.4274717,0.5343396
Murder on the Orient Express,7.137,1268,1974-11-22,35700000,128,1400000,19.557,"['Drama', 'Thriller', 'Mystery']",5,150.0,0.4894514217412871,0.1957806,0.4894514,0.3915611
Hope Springs,6.251,720,2012-08-07,114281051,100,30000000,14.673,"['Drama', 'Comedy', 'Romance']",4,120.0,0.3722878278429214,0.2233727,0.3722878,0.3722878
West Side Story,7.036,1334,2021-12-08,74530532,157,100000000,22.831,"['Drama', 'Romance', 'Crime']",6,180.0,0.5490419610409802,0.2196168,0.549042,0.549042
