title,vote_average,vote_count,release_date,revenue,runtime,budget,popularity,genres,n_ad_breaks,runtime_with_ads,scaled_popularity,children_scaled_popularity,adults_scaled_popularity,retirees_scaled_popularity
Lake Placid,5.885,1019,1999-07-15,56870414,82,27000000,18.329,"['Horror', 'Comedy', 'Action', 'Science Fiction', 'Thriller']",3,90.0,0.4637728225720888,0.2782637,0.4637728,0.2782637
Much Ado About Nothing,6.929,649,1993-05-07,22551000,111,11000000,17.27,"['Drama', 'Comedy', 'Romance']",4,120.0,0.4398226836341633,0.2638936,0.4398227,0.4398227
My Sister's Keeper,7.36,1952,2009-06-26,95714875,109,30000000,20.625,['Drama'],4,120.0,0.5101875721213497,0.204075,0.5101876,0.5101876
The Fault in Our Stars,7.598,10655,2014-05-16,307166834,126,14000000,30.209,"['Romance', 'Drama']",5,150.0,0.6511400441456057,0.260456,0.65114,0.65114
Event Horizon,6.528,2516,1997-08-15,26673242,96,60000000,27.847,"['Horror', 'Science Fiction', 'Mystery']",4,120.0,0.6221784606818558,0.2488714,0.6221785,0.3733071
Virus,5.358,530,1999-01-14,30700000,99,75000000,13.383,"['Horror', 'Action', 'Science Fiction']",4,120.0,0.3328338761808748,0.1997003,0.3328339,0.1331336
8 Heads in a Duffel Bag,4.99,143,1997-04-18,3602884,95,3000000,12.019,"['Comedy', 'Crime']",4,120.0,0.2854849034412275,0.2283879,0.2854849,0.2854849
While You Were Sleeping,6.963,1569,1995-04-21,182057016,103,17000000,17.378,"['Romance', 'Comedy']",4,120.0,0.4423490066211804,0.3538792,0.442349,0.442349
Mr. Magoo,4.418,348,1997-12-25,75000000,84,30000000,11.477,"['Comedy', 'Family']",3,90.0,0.2647299017897836,0.2647299,0.2117839,0.2647299
Bio-Dome,4.538,327,1996-01-12,13400000,95,8500000,10.093,['Comedy'],4,120.0,0.2055201111707624,0.2055201,0.2055201,0.2055201
The One,6.109,1426,2001-11-02,72689126,87,49000000,21.127,"['Action', 'Science Fiction', 'Thriller']",3,90.0,0.5194736635827857,0.3116842,0.5194737,0.2077895
Dark Skies,6.297,1665,2013-02-21,25174316,97,3500000,23.213,"['Science Fiction', 'Thriller', 'Horror']",4,120.0,0.5552922002741437,0.2221169,0.5552922,0.2221169
Logan Lucky,6.729,3221,2017-08-17,48453605,118,29000000,20.376,"['Comedy', 'Crime', 'Action', 'Drama']",4,150.0,0.5054755644009894,0.4043805,0.5054756,0.4043805
Gamer,5.7,2195,2009-09-03,40828540,95,50000000,21.836,"['Action', 'Thriller', 'Science Fiction']",4,120.0,0.5321273739354057,0.3192764,0.5321274,0.2128509
Enchanted,6.805,5088,2007-11-20,340487652,107,85000000,26.472,"['Comedy', 'Family', 'Fantasy', 'Romance']",4,120.0,0.6038720384890861,0.4830976,0.4830976,0.4830976
Monty Python's The Meaning of Life,7.32,1692,1983-03-31,14949697,107,9000000,16.931,['Comedy'],4,120.0,0.4317614442700731,0.4317614,0.4317614,0.4317614
Disconnect,7.059,1042,2012-09-11,3428048,115,10000000,16.049,"['Drama', 'Thriller']",4,120.0,0.4097958821862025,0.1639184,0.4097959,0.3278367
Under the Skin,6.1,3125,2014-03-14,5735963,108,13300000,21.065,"['Thriller', 'Science Fiction', 'Drama']",4,120.0,0.5183418472043375,0.2073367,0.5183418,0.3110051
Alien,8.147,13206,1979-05-25,104931801,117,11000000,72.767,"['Horror', 'Science Fiction']",4,150.0,0.9313385974360447,0.3725354,0.9313386,0.3725354
The Fifth Element,7.53,9947,1997-05-02,263920180,126,90000000,49.67,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",5,150.0,0.8164062845756747,0.653125,0.8164063,0.3265625
The Ring Two,5.732,2107,2005-03-10,161451538,110,50000000,20.997,"['Drama', 'Horror', 'Thriller']",4,120.0,0.5170956822708169,0.2068383,0.5170957,0.3102574
The Florida Project,7.4,2510,2017-10-06,11303040,112,2000000,11.677,['Drama'],4,120.0,0.2725312886095553,0.1090125,0.2725313,0.2725313
The Long Kiss Goodnight,6.621,1068,1996-10-11,89456761,121,65000000,21.756,"['Crime', 'Action', 'Mystery', 'Thriller']",5,150.0,0.5307255650851971,0.3184353,0.5307256,0.4245805
Anchorman: The Legend of Ron Burgundy,6.7,3825,2004-06-28,90574188,95,26000000,16.584,['Comedy'],4,120.0,0.4232960731589502,0.4232961,0.4232961,0.4232961
Total Recall,6.0,5107,2012-08-02,198802074,118,125000000,29.009,"['Action', 'Science Fiction', 'Thriller']",4,150.0,0.6367927535250031,0.3820757,0.6367928,0.2547171
Weekend at Bernie's,6.373,918,1989-07-05,30218387,97,6500000,12.318,"['Comedy', 'Crime']",4,120.0,0.2964310313706279,0.2371448,0.296431,0.296431
The Rite,6.093,1925,2011-01-28,96047633,114,37000000,16.578,"['Drama', 'Thriller', 'Horror']",4,120.0,0.4231477342975612,0.1692591,0.4231477,0.2538886
Dracula: Dead and Loving It,6.03,879,1995-12-22,10772144,88,30000000,24.618,"['Comedy', 'Horror']",3,90.0,0.5772193070074605,0.4617754,0.5772193,0.4617754
RED 2,6.525,3748,2013-07-18,148100000,116,84000000,27.752,"['Action', 'Comedy', 'Crime', 'Thriller']",4,150.0,0.6209501874326236,0.4967601,0.6209502,0.4967601
Burlesque,7.187,2109,2010-11-23,89519773,119,55000000,17.776,"['Drama', 'Romance']",4,150.0,0.4514907248742377,0.1805963,0.4514907,0.4514907
Mo' Money,5.444,125,1992-07-24,40227006,97,17000000,9.426,"['Action', 'Comedy', 'Thriller', 'Crime', 'Romance']",4,120.0,0.1731458261530369,0.1038875,0.1731458,0.1385167
Bad Company,5.5,697,2002-06-07,65977295,116,70000000,14.354,"['Action', 'Adventure', 'Comedy', 'Thriller']",4,150.0,0.362952527389382,0.290362,0.3629525,0.2177715
Voyagers,6.0,715,2021-04-08,4298184,108,20000000,21.498,"['Science Fiction', 'Thriller']",4,120.0,0.5261603126324491,0.2104641,0.5261603,0.2104641
The Lost Boys,7.0,1795,1987-07-31,32222567,97,8500000,36.706,"['Horror', 'Comedy', 'Thriller']",4,120.0,0.7181767858314414,0.4309061,0.7181768,0.4309061
Mirror Mirror,5.918,3030,2012-03-15,183018522,106,85000000,21.241,"['Adventure', 'Comedy', 'Family', 'Fantasy']",4,120.0,0.5215439058849654,0.5215439,0.4172351,0.3129263
Jackass 3D,6.609,1264,2010-10-15,117224271,99,20000000,14.615,"['Comedy', 'Documentary', 'Action']",4,120.0,0.3706097482295307,0.2964878,0.2964878,0.2964878
Funny Girl,7.207,363,1968-09-19,52223306,155,14000000,15.987,"['Comedy', 'Drama', 'Romance']",6,180.0,0.4081946251669632,0.2449168,0.4081946,0.4081946
Blade,6.762,5466,1998-08-21,131183530,121,45000000,37.081,"['Horror', 'Action']",5,150.0,0.7215904553414236,0.5772724,0.7215905,0.2886362
300: Rise of an Empire,6.093,6055,2014-03-05,337580051,102,110000000,38.678,"['Action', 'Drama', 'War']",4,120.0,0.7356653409913131,0.4413992,0.5885323,0.5885323
Alive,6.872,1290,1993-01-15,36733909,127,32000000,17.898,"['Adventure', 'Drama', 'Thriller']",5,150.0,0.4542413838998945,0.2725448,0.4542414,0.2725448
It's Alive,4.142,53,2008-09-10,15500000,80,10000000,6.385,"['Horror', 'Science Fiction']",3,90.0,1e-06,4e-07,1e-06,4e-07
The Incredibles,7.704,16584,2004-10-27,631442092,115,92000000,62.609,"['Action', 'Adventure', 'Animation', 'Family']",4,120.0,0.8872140486724204,0.887214,0.5323284,0.3548856
Marley & Me,7.199,4312,2008-12-25,255743093,115,60000000,21.498,"['Comedy', 'Family']",4,120.0,0.5261603126324491,0.5261603,0.4209283,0.5261603
The Contract,5.7,461,2006-04-05,5549200,96,25000000,8.981,"['Drama', 'Action', 'Thriller', 'Crime']",4,120.0,0.1498698859742069,0.0899219,0.1498699,0.1198959
Communion,5.2,151,1989-11-10,1919653,103,5000000,13.52,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",4,120.0,0.3372487644290822,0.1348995,0.3372488,0.2023493
Capone,5.86,82,1975-04-16,2000000,101,970000,10.674,"['Crime', 'Drama']",4,120.0,0.2315675074763951,0.092627,0.2315675,0.2315675
Life of Pi,7.398,12426,2012-11-20,609016565,127,120000000,37.796,"['Adventure', 'Drama']",5,150.0,0.727982637719764,0.5823861,0.7279826,0.5823861
The Animal,5.112,1132,2001-06-01,84772742,84,22000000,16.459,['Comedy'],3,90.0,0.4201915886985212,0.4201916,0.4201916,0.4201916
Drowning Mona,5.5,148,2000-03-03,15427192,96,6000000,11.289,"['Comedy', 'Crime', 'Mystery']",4,120.0,0.2572369204000401,0.1543422,0.2572369,0.2572369
First Reformed,7.006,1213,2018-05-18,2525738,113,3500000,15.09,['Drama'],4,120.0,0.3841102402014757,0.1536441,0.3841102,0.3841102
Movie 43,4.577,2146,2013-01-24,32438988,90,6000000,30.207,['Comedy'],4,120.0,0.6511167241482605,0.6511167,0.6511167,0.6511167
Moana,7.6,11502,2016-10-13,690860472,107,150000000,17.963,"['Adventure', 'Comedy', 'Family', 'Animation']",4,120.0,0.4556972632143658,0.4556973,0.2734184,0.2734184
Honey,6.31,1097,2003-11-24,62646763,94,18000000,15.043,"['Music', 'Drama', 'Romance']",4,120.0,0.3827985556569765,0.2296791,0.3062388,0.3827986
The Water Diviner,6.8,1143,2014-12-25,15520023,112,22500000,12.358,"['War', 'Drama']",4,120.0,0.2978697307968267,0.1191479,0.2382958,0.2978697
Little Children,7.108,885,2006-10-06,14821658,137,26000000,17.119,"['Drama', 'Romance']",5,150.0,0.4362568829100251,0.1745028,0.4362569,0.4362569
Demolition Man,6.684,3329,1993-10-08,58055768,115,57000000,41.096,"['Crime', 'Action', 'Science Fiction']",4,120.0,0.755666214776407,0.4533997,0.7556662,0.4533997
Life As We Know It,6.9,2949,2010-10-02,105734416,114,38000000,22.249,"['Comedy', 'Romance', 'Drama']",4,120.0,0.5392631759370975,0.3235579,0.5392632,0.5392632
Safe,6.483,2234,2012-04-16,40346186,94,30000000,25.253,"['Action', 'Crime', 'Thriller']",4,120.0,0.5866222423625886,0.3519733,0.5866222,0.3519733
Transporter 3,6.142,3097,2008-11-26,108979549,104,30000000,25.008,"['Action', 'Adventure', 'Thriller', 'Crime']",4,120.0,0.583029698492358,0.4664238,0.5830297,0.3498178
The Horse Whisperer,6.879,1020,1998-02-01,186883563,170,60000000,16.348,"['Adventure', 'Drama', 'Romance']",6,210.0,0.4174097242934253,0.2504458,0.4174097,0.3339278
Colonia,7.285,1813,2015-06-24,3621046,106,14000000,16.365,"['Drama', 'History']",4,120.0,0.4178373212703118,0.1671349,0.4178373,0.4178373
Forces of Nature,5.397,484,1999-03-12,93888180,105,75000000,10.627,"['Romance', 'Comedy']",4,120.0,0.2295284054974507,0.1836227,0.2295284,0.2295284
Gimme Shelter,6.627,225,2013-10-17,1359910,101,7500000,6.284,['Drama'],4,120.0,1e-06,4e-07,1e-06,1e-06
Memento,8.188,13723,2000-10-11,39723096,113,9000000,31.795,"['Mystery', 'Thriller']",4,120.0,0.6690521425354742,0.2676209,0.6690521,0.5352417
The Entity,6.535,411,1982-09-30,13277558,125,9000000,14.965,"['Horror', 'Mystery', 'Thriller']",5,150.0,0.3806102198350067,0.1522441,0.3806102,0.2283661
Shorts,5.839,279,2009-08-21,28972508,89,40000000,11.649,"['Family', 'Fantasy', 'Comedy']",3,90.0,0.2714493868967139,0.2714494,0.2171595,0.2171595
Speed Racer,6.254,1406,2008-05-07,93945766,135,120000000,21.939,"['Family', 'Action', 'Adventure', 'Comedy']",5,150.0,0.5339227489044744,0.5339227,0.4271382,0.3203536
The Long Riders,6.689,209,1980-05-16,15795189,99,10000000,14.184,['Western'],4,120.0,0.3578694599878275,0.1431478,0.1431478,0.3578695
Death Proof,6.824,4703,2007-05-22,31126421,113,25000000,28.985,"['Action', 'Thriller']",4,120.0,0.6364983169477649,0.5091987,0.6364983,0.2545993
The Living Daylights,6.505,1580,1987-06-29,191185897,130,40000000,20.543,"['Action', 'Adventure', 'Thriller']",5,150.0,0.5086437536988527,0.406915,0.5086438,0.2034575
The Good Son,6.74,857,1993-09-24,60613008,87,17000000,25.649,"['Thriller', 'Drama']",3,90.0,0.5923379105222829,0.2369352,0.5923379,0.4738703
Seeking Justice,5.892,928,2011-09-02,14089528,105,17000000,14.037,"['Action', 'Drama', 'Thriller']",4,120.0,0.3534113919668105,0.2120468,0.3534114,0.2120468
Space Cowboys,6.373,1237,2000-08-04,128884132,130,65000000,14.651,"['Action', 'Adventure', 'Thriller']",5,150.0,0.3716523062809464,0.2973218,0.3716523,0.1486609
Miss Julie,5.6,130,2014-09-07,5000000,130,5500000,7.49,"['Drama', 'Romance']",5,150.0,0.0596097706103467,0.0238439,0.0596098,0.0596098
55 Days at Peking,7.031,144,1963-05-06,10000000,154,17000000,15.285,"['Action', 'Adventure', 'Drama', 'History', 'War']",6,180.0,0.3894975798141344,0.2336985,0.3115981,0.3115981
Secretary,6.791,1450,2002-09-20,9304609,107,4000000,28.194,"['Comedy', 'Drama', 'Romance']",4,120.0,0.6266209561013946,0.3759726,0.626621,0.626621
The Purge: Anarchy,6.649,6042,2014-07-17,111928365,104,9000000,36.694,"['Horror', 'Thriller']",4,120.0,0.7180668382177778,0.2872267,0.7180668,0.2872267
How to Lose Friends & Alienate People,5.978,690,2008-10-02,17286299,110,27000000,10.883,"['Comedy', 'Romance', 'Drama']",4,120.0,0.2404981480234238,0.1442989,0.2404981,0.2404981
Airport,6.379,339,1970-05-29,100489151,137,10000000,14.059,"['Action', 'Drama', 'Thriller']",5,150.0,0.3540823458449806,0.2124494,0.3540823,0.2124494
Snowden,7.1,4081,2016-09-15,37357216,134,40000000,19.194,"['Drama', 'History', 'Crime', 'Thriller']",5,150.0,0.482076804530954,0.1928307,0.4820768,0.3856614
A Sound of Thunder,4.774,356,2005-05-15,11665465,101,80000000,9.5,"['Thriller', 'Science Fiction', 'Adventure', 'Action']",4,120.0,0.1768800604482321,0.141504,0.1768801,0.070752
The Girl on the Train,6.434,5427,2016-10-05,173185859,112,45000000,15.235,"['Thriller', 'Mystery', 'Drama', 'Crime']",4,120.0,0.3881245419655446,0.1552498,0.3881245,0.3104996
Gone Baby Gone,7.302,3388,2007-09-18,34619699,113,19000000,16.593,"['Crime', 'Drama', 'Mystery']",4,120.0,0.423518454350513,0.1694074,0.4235185,0.4235185
The Way Back,6.969,1402,2010-11-22,24172201,133,30000000,14.803,"['Drama', 'Adventure', 'History']",5,150.0,0.3760186882459291,0.2256112,0.3760187,0.300815
Side Effects,6.587,2878,2013-02-07,63372757,106,30000000,21.046,"['Thriller', 'Crime', 'Drama']",4,120.0,0.5179941629570923,0.2071977,0.5179942,0.4143953
Mo' Better Blues,6.512,208,1990-08-03,16153593,129,10000000,11.616,"['Drama', 'Romance', 'Music', 'Comedy']",5,150.0,0.2701700258061281,0.216136,0.216136,0.27017
Jungle Cruise,7.418,5199,2021-07-28,220889446,127,200000000,48.284,"['Action', 'Adventure', 'Fantasy']",5,150.0,0.8074991246263072,0.8074991,0.8074991,0.3229996
School for Scoundrels,5.448,317,2006-09-29,17807569,100,20000000,10.707,"['Comedy', 'Drama', 'Romance']",4,120.0,0.232992379689549,0.1397954,0.2329924,0.2329924
Hooper,6.311,110,1978-07-28,78000000,99,6000000,8.596,"['Action', 'Comedy']",4,120.0,0.1285075374570771,0.1285075,0.1285075,0.102806
Four Weddings and a Funeral,6.759,2446,1994-03-09,245700832,117,4400000,24.621,"['Comedy', 'Drama', 'Romance']",4,150.0,0.5772644403356978,0.3463587,0.5772644,0.5772644
Marmaduke,5.275,692,2010-06-03,83761844,87,50000000,18.74,"['Family', 'Comedy']",3,90.0,0.4726024999502184,0.4726025,0.378082,0.4726025
Star Trek Into Darkness,7.328,8589,2013-05-05,467365246,132,190000000,35.898,"['Action', 'Adventure', 'Science Fiction']",5,150.0,0.7106728535678974,0.5685383,0.7106729,0.2842691
Mars Needs Moms,6.0,638,2011-03-09,38992758,88,150000000,14.234,"['Adventure', 'Animation', 'Family']",3,90.0,0.359372468729866,0.3593725,0.143749,0.143749
American Ultra,6.087,2607,2015-08-19,27139524,96,28000000,20.443,"['Comedy', 'Action']",4,120.0,0.5067505390886414,0.5067505,0.5067505,0.4054004
Friend Request,5.546,1177,2016-01-07,10975390,92,9900000,12.773,"['Horror', 'Thriller']",4,120.0,0.3124551059571948,0.124982,0.3124551,0.124982
Kiss of the Dragon,6.81,1067,2001-07-06,64437847,98,25000000,20.464,"['Action', 'Crime', 'Thriller']",4,120.0,0.5071490778479617,0.3042894,0.5071491,0.3042894
Waiting...,6.3,737,2005-10-07,18637690,94,3000000,23.471,['Comedy'],4,120.0,0.5594411749539654,0.5594412,0.5594412,0.5594412
Monster Hunter,6.647,3023,2020-12-03,42145959,104,60000000,40.804,"['Action', 'Fantasy', 'Adventure']",4,120.0,0.7533288291410059,0.7533288,0.7533288,0.3013315
Into the Woods,5.75,4060,2014-12-24,212902372,125,50000000,15.979,"['Fantasy', 'Comedy']",5,150.0,0.4079874393348836,0.4079874,0.4079874,0.32639
Murderball,7.036,84,2005-07-22,1750211,88,300000,5.762,['Documentary'],3,90.0,1e-06,4e-07,4e-07,1e-06
Doctor Strange,7.427,20935,2016-10-25,676343174,115,180000000,70.535,"['Action', 'Adventure', 'Fantasy']",4,120.0,0.9223110503699402,0.9223111,0.9223111,0.3689244
Doubt,7.182,1545,2008-02-27,50907234,104,20000000,11.965,['Drama'],4,120.0,0.283471028141825,0.1133884,0.283471,0.283471
BloodRayne,4.116,497,2005-10-22,3650275,99,25000000,9.381,"['Action', 'Fantasy', 'Horror']",4,120.0,0.1708566152723959,0.1366853,0.1708566,0.0683426
Fled,5.508,195,1996-07-19,17193231,98,25000000,12.134,['Action'],4,120.0,0.2897355679039689,0.2897356,0.2897356,0.1158942
Harlem Nights,6.089,275,1989-11-17,60864870,116,30000000,19.398,"['Comedy', 'Crime', 'Drama']",4,150.0,0.4862425943399799,0.2917456,0.4862426,0.4862426
Poison Ivy,5.424,315,1992-05-08,1829804,92,3000000,19.836,"['Thriller', 'Drama']",4,120.0,0.4950034632643389,0.1980014,0.4950035,0.3960028
Little Buddha,6.241,370,1993-12-01,4858139,140,35000000,12.319,"['Drama', 'History']",5,180.0,0.2964670712958027,0.1185868,0.2964671,0.2964671
Killing Me Softly,5.452,271,2002-05-10,7775138,100,25000000,21.929,['Thriller'],4,120.0,0.533748904304954,0.2134996,0.5337489,0.2134996
National Lampoon's Van Wilder,6.015,1674,2002-03-29,39241323,92,6000000,19.263,"['Comedy', 'Romance']",4,120.0,0.4834920320135735,0.3867936,0.483492,0.483492
Stealing Harvard,4.764,123,2002-09-13,14277032,85,25000000,7.832,"['Action', 'Comedy', 'Drama', 'Crime']",3,90.0,0.0822400717673607,0.0657921,0.0822401,0.0657921
Midnight in the Garden of Good and Evil,6.322,512,1997-11-21,25105255,155,35000000,12.164,"['Mystery', 'Crime']",6,180.0,0.2908360064530739,0.1163344,0.290836,0.290836
The Sheltering Sky,6.6,234,1990-10-25,2075084,138,25000000,9.977,"['Adventure', 'Drama', 'Romance']",5,150.0,0.2000896964965555,0.1200538,0.2000897,0.1600718
Alice in Wonderland,7.185,5459,1951-07-28,57200000,75,3000000,54.201,"['Animation', 'Family', 'Fantasy', 'Adventure']",3,90.0,0.8435305800134887,0.8435306,0.5061183,0.3374122
Wild Wild West,5.314,3086,1999-06-30,222104681,106,170000000,22.651,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Western']",4,120.0,0.5460512562840563,0.436841,0.436841,0.3276308
History of the World: Part I,6.782,710,1981-06-12,31672907,92,11000000,18.489,['Comedy'],4,120.0,0.4672395422182623,0.4672395,0.4672395,0.4672395
Dragnet,5.916,425,1987-06-23,66673516,106,20000000,14.364,"['Action', 'Comedy', 'Crime']",4,120.0,0.3632491512809179,0.2905993,0.3632492,0.2905993
Bull Durham,6.678,512,1988-06-15,50888000,108,7000000,13.927,"['Comedy', 'Romance']",4,120.0,0.3500364901609266,0.2800292,0.3500365,0.3500365
X-Men: The Last Stand,6.406,8988,2006-05-24,459359555,104,210000000,1.071,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",4,120.0,1e-06,8e-07,1e-06,4e-07
Charlie's Angels,6.485,2762,2019-11-14,73279888,118,48000000,21.139,"['Action', 'Adventure', 'Comedy']",4,150.0,0.5196922433199519,0.5196922,0.5196922,0.3118153
Breaking In,5.966,608,2018-05-05,49078000,88,6000000,13.163,"['Thriller', 'Crime', 'Action']",3,90.0,0.3256227756631397,0.1953737,0.3256228,0.1953737
Major League: Back to the Minors,5.0,93,1998-04-17,3572443,100,18000000,10.329,['Comedy'],4,120.0,0.2163259322282427,0.2163259,0.2163259,0.2163259
Go,6.901,624,1999-04-09,28451622,98,6500000,15.288,"['Crime', 'Comedy', 'Thriller']",4,120.0,0.3895797811810551,0.2337479,0.3895798,0.3116638
Aliens,7.933,8758,1986-07-18,183316455,137,18500000,49.209,"['Action', 'Thriller', 'Science Fiction']",5,150.0,0.8134777812830781,0.4880867,0.8134778,0.3253911
Planet of the Apes,5.729,3667,2001-07-25,362211740,120,100000000,33.651,"['Thriller', 'Science Fiction', 'Action', 'Adventure']",5,150.0,0.6886566985053513,0.5509254,0.6886567,0.2754627
Birdman or (The Unexpected Virtue of Ignorance),7.471,12157,2014-10-17,103215094,120,18000000,43.866,"['Drama', 'Comedy']",5,150.0,0.7768709215579979,0.6214967,0.7768709,0.7768709
Rogue One: A Star Wars Story,7.488,14354,2016-12-14,1056057273,133,200000000,33.1,"['Action', 'Adventure', 'Science Fiction']",5,150.0,0.6829791604959055,0.5463833,0.6829792,0.2731917
It Chapter Two,6.854,8021,2019-09-04,473122525,169,79000000,72.553,"['Horror', 'Fantasy']",6,210.0,0.9304876693186735,0.7443901,0.9304877,0.3721951
The Great Mouse Detective,7.04,1500,1986-07-02,38625550,74,14000000,28.145,"['Animation', 'Family', 'Adventure', 'Mystery']",3,90.0,0.6259977680802638,0.5007982,0.3755987,0.3755987
North Country,7.223,574,2005-02-12,25224242,126,35000000,17.023,['Drama'],5,150.0,0.4339691719298848,0.1735877,0.4339692,0.4339692
Beautiful Creatures,6.0,2708,2013-02-13,60052138,124,60000000,19.765,"['Fantasy', 'Drama', 'Romance']",5,150.0,0.4935999354324555,0.29616,0.4935999,0.3948799
What Men Want,6.196,1312,2019-02-08,69766483,117,20000000,20.88,"['Comedy', 'Romance']",4,150.0,0.5149396426133082,0.4119517,0.5149396,0.5149396
Child 44,6.265,1541,2015-03-15,3324330,137,50000000,26.41,"['Crime', 'Thriller']",5,150.0,0.6030187921716588,0.2412075,0.6030188,0.482415
One Hour Photo,6.64,1545,2002-08-21,52223306,96,12000000,14.385,"['Drama', 'Thriller']",4,120.0,0.3638712098632759,0.1455485,0.3638712,0.291097
The SpongeBob Movie: Sponge on the Run,7.509,2712,2020-08-14,4700000,95,60000000,50.823,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy']",4,120.0,0.8235874275317917,0.8235874,0.6588699,0.4941525
mother!,7.0,6267,2017-09-13,44516999,121,30000000,24.705,"['Drama', 'Thriller', 'Horror']",5,150.0,0.5785253907680847,0.2314102,0.5785254,0.3471152
The Physician,7.33,989,2013-12-25,57284237,155,36000000,18.793,"['Adventure', 'Drama', 'History']",6,180.0,0.4737233543787955,0.284234,0.4737234,0.3789787
The Evil Dead,7.307,3570,1981-09-10,29612367,85,350000,39.224,['Horror'],3,90.0,0.7403138710361875,0.2961255,0.7403139,0.2961255
Solomon Kane,5.969,1277,2009-09-16,19652185,104,45000000,25.024,"['Adventure', 'Fantasy', 'Action']",4,120.0,0.5832656528274964,0.5832657,0.5832657,0.2333063
Six Days Seven Nights,6.039,1325,1998-06-12,164839294,98,70000000,16.824,"['Adventure', 'Action', 'Comedy', 'Romance']",4,120.0,0.4291746263785515,0.3433397,0.4291746,0.3433397
Showdown in Little Tokyo,6.365,416,1991-08-23,2275557,79,8000000,20.339,['Action'],3,90.0,0.50476921419218,0.5047692,0.5047692,0.2019077
The Invisible Man,7.129,5282,2020-02-26,144492724,124,7000000,22.738,"['Thriller', 'Science Fiction', 'Horror']",5,150.0,0.5475004658624507,0.2190002,0.5475005,0.2190002
Southside with You,5.659,179,2016-08-26,6628603,80,1500000,6.294,"['Romance', 'Drama']",3,90.0,1e-06,4e-07,1e-06,1e-06
Rookie of the Year,6.136,309,1993-07-07,56500758,103,31000000,12.107,"['Family', 'Comedy']",4,120.0,0.2887422071674086,0.2887422,0.2309938,0.2887422
When the Bough Breaks,5.856,365,2016-09-09,30658387,97,10000000,13.546,"['Mystery', 'Thriller', 'Drama', 'Horror']",4,120.0,0.3380802124916044,0.1352321,0.3380802,0.2704642
Legion,5.819,2387,2010-01-21,67918658,100,26000000,43.95,"['Horror', 'Action', 'Fantasy']",4,120.0,0.7774880682596182,0.6219905,0.7774881,0.3109952
Jurassic World,6.682,19414,2015-06-06,1671537444,124,150000000,54.089,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",5,150.0,0.8428939186276252,0.6743151,0.8428939,0.3371576
Role Models,6.492,1723,2008-11-07,92380927,99,28000000,16.802,['Comedy'],4,120.0,0.4286401813845526,0.4286402,0.4286402,0.4286402
The Visitor,7.113,399,2007-09-07,18197518,104,4000000,10.774,"['Crime', 'Drama', 'Music']",4,120.0,0.2358681304117096,0.1415209,0.1886945,0.2358681
Johnny English Strikes Again,6.257,2266,2018-09-13,158972499,89,25000000,21.362,"['Action', 'Adventure', 'Comedy']",3,90.0,0.5237260694050306,0.5237261,0.5237261,0.3142356
Rio 2,6.5,3207,2014-03-19,500188435,101,103000000,41.757,"['Animation', 'Adventure', 'Comedy', 'Family']",4,120.0,0.7608826912869717,0.7608827,0.4565296,0.4565296
On Her Majesty's Secret Service,6.582,1681,1969-12-18,64574493,142,6000000,22.017,"['Adventure', 'Action', 'Thriller']",5,180.0,0.5352753361701907,0.4282203,0.5352753,0.2141101
Rules of Engagement,6.2,628,2000-04-07,71000000,128,60000000,13.368,"['War', 'Drama']",5,150.0,0.3323470085388195,0.1329388,0.2658776,0.332347
The Fourth Protocol,6.178,149,1987-02-24,12423831,119,6000000,10.394,"['Action', 'Thriller']",4,150.0,0.2192468145565314,0.1753975,0.2192468,0.0876987
Grease,7.394,6760,1978-07-07,181813770,110,6000000,37.651,"['Romance', 'Comedy']",4,120.0,0.7266984461919651,0.5813588,0.7266984,0.7266984
Field of Dreams,7.1,1311,1989-04-21,84431625,107,15000000,21.172,"['Drama', 'Fantasy']",4,120.0,0.5202925354897598,0.416234,0.5202925,0.416234
The Kid Who Would Be King,6.114,670,2019-01-16,32140970,120,59000000,15.841,"['Action', 'Adventure', 'Fantasy', 'Family']",5,150.0,0.4043926971703864,0.4043927,0.3235142,0.1617571
Layer Cake,6.926,1863,2004-09-30,11850214,105,6500000,24.943,"['Drama', 'Thriller', 'Crime']",4,120.0,0.5820691914564035,0.2328277,0.5820692,0.4656554
Saw,7.4,8327,2004-10-01,103911669,103,1200000,174.783,"['Horror', 'Mystery', 'Crime']",4,120.0,1.0,0.4,1.0,0.8
The Avengers,7.71,29166,2012-04-25,1518815515,143,220000000,98.082,"['Science Fiction', 'Action', 'Adventure']",5,180.0,1.0,0.8,1.0,0.4
All the Money in the World,6.486,2104,2017-12-21,56996304,132,50000000,22.128,"['Crime', 'History', 'Thriller']",5,150.0,0.5371898495435399,0.2148759,0.5371898,0.4297519
Under Suspicion,6.091,408,2000-08-24,1308242,110,25000000,11.914,"['Thriller', 'Crime', 'Drama']",4,120.0,0.2815583765892923,0.1126234,0.2815584,0.2252467
